line_id,invoice_id,product_id,quantity,unit_price,discount_pct,discount_amount,extended_amount,line_total,unit_standard_cost,line_cost,gross_margin
63895,432-20241213-000061,1,2,81.0,0.0,0.0,162.0,162.0,22.3,44.6,117.4
63896,432-20241213-000061,40,1,351.0,0.0,0.0,351.0,351.0,96.32,96.32,254.68
63897,432-20241213-000061,78,6,19.0,0.0,0.0,114.0,114.0,5.3,31.8,82.2
63898,432-20241214-000062,58,1,26.0,0.0,0.0,26.0,26.0,6.51,6.51,19.49
63899,432-20241216-000063,54,1,74.5,0.0,0.0,74.5,74.5,19.49,19.49,55.01
63900,432-20241220-000064,63,3,11.5,0.0,0.0,34.5,34.5,2.85,8.55,25.95
63901,432-20241229-000065,82,2,43.0,0.2,17.2,86.0,68.8,11.05,22.1,46.7
63902,432-20250108-000066,29,3,75.0,0.0,0.0,225.0,225.0,20.75,62.25,162.75
63903,432-20250217-000067,1,1,81.0,0.0,0.0,81.0,81.0,22.3,22.3,58.7
63904,432-20250217-000067,27,1,40.5,0.0,0.0,40.5,40.5,11.13,11.13,29.37
63905,432-20250310-000068,33,2,11.0,0.0,0.0,22.0,22.0,2.68,5.36,16.64
63906,432-20250310-000068,29,1,75.5,0.0,0.0,75.5,75.5,20.75,20.75,54.75
63907,432-20250314-000069,93,1,25.0,0.1312,3.28,25.0,21.72,6.36,6.36,15.36
63908,432-20250326-000070,87,1,26.5,0.1312,3.48,26.5,23.02,7.17,7.17,15.85
63909,432-20250326-000070,64,1,12.5,0.1312,1.64,12.5,10.86,3.2,3.2,7.66
63910,432-20250326-000070,41,1,38.5,0.1312,5.05,38.5,33.45,10.2,10.2,23.25
63911,432-20250328-000071,27,3,41.0,0.1312,16.14,123.0,106.86,11.13,33.39,73.47
63912,432-20250328-000071,55,6,10.5,0.1312,8.27,63.0,54.73,2.68,16.08,38.65
63913,432-20250328-000071,83,1,18.0,0.1312,2.36,18.0,15.64,4.66,4.66,10.98
63914,432-20250403-000072,80,3,37.5,0.0,0.0,112.5,112.5,9.46,28.38,84.12
63915,432-20250411-000073,42,1,18.0,0.0,0.0,18.0,18.0,4.58,4.58,13.42
63916,432-20250419-000074,17,2,10.5,0.0,0.0,21.0,21.0,2.87,5.74,15.26
63917,432-20250501-000075,72,1,16.0,0.0,0.0,16.0,16.0,4.26,4.26,11.74
63918,432-20250501-000075,83,4,18.0,0.0,0.0,72.0,72.0,4.66,18.64,53.36
63919,432-20250813-000076,6,1,20.0,0.0,0.0,20.0,20.0,5.06,5.06,14.94
63920,432-20250813-000076,27,1,41.0,0.0,0.0,41.0,41.0,11.13,11.13,29.87
63921,432-20250819-000077,97,1,859.0,0.0,0.0,859.0,859.0,338.37,338.37,520.63
63922,432-20250819-000077,81,1,18.0,0.0,0.0,18.0,18.0,4.49,4.49,13.51
63923,432-20250819-000077,46,1,21.5,0.0,0.0,21.5,21.5,5.86,5.86,15.64
63924,432-20250819-000077,52,1,135.0,0.0,0.0,135.0,135.0,50.21,50.21,84.79
63925,432-20250912-000078,96,1,38.0,0.0871,3.31,38.0,34.69,9.34,9.34,25.35
63926,432-20250912-000078,20,1,84.0,0.0871,7.32,84.0,76.68,22.52,22.52,54.16
63927,432-20251005-000079,7,1,266.0,0.0,0.0,266.0,266.0,104.91,104.91,161.09
63928,432-20251005-000079,71,6,38.0,0.0,0.0,228.0,228.0,9.9,59.4,168.6
63929,432-20251009-000080,62,2,24.0,0.0,0.0,48.0,48.0,6.38,12.76,35.24
63930,432-20251012-000081,13,1,26.5,0.0,0.0,26.5,26.5,6.79,6.79,19.71
63931,432-20251012-000081,64,3,13.0,0.0,0.0,39.0,39.0,3.2,9.6,29.4
63932,432-20251031-000082,97,1,864.0,0.0,0.0,864.0,864.0,338.37,338.37,525.63
63933,432-20251031-000082,34,1,44.5,0.0,0.0,44.5,44.5,10.89,10.89,33.61
63934,432-20251116-000083,2,4,10.0,0.0,0.0,40.0,40.0,2.62,10.48,29.52
63935,432-20251122-000084,48,2,85.0,0.0,0.0,170.0,170.0,20.8,41.6,128.4
63936,432-20251122-000084,3,1,39.5,0.0,0.0,39.5,39.5,9.91,9.91,29.59
63937,432-20251123-000085,89,1,84.5,0.3,25.35,84.5,59.15,22.14,22.14,37.01
63938,432-20251123-000085,77,2,13.0,0.3,7.8,26.0,18.2,3.3,6.6,11.6
63939,432-20251124-000086,23,1,19.5,0.3,5.85,19.5,13.65,5.32,5.32,8.33
63940,432-20251124-000086,8,1,42.5,0.3,12.75,42.5,29.75,11.22,11.22,18.53
63941,432-20251128-000087,27,1,41.5,0.3,12.45,41.5,29.05,11.13,11.13,17.92
63942,432-20251205-000088,84,2,41.5,0.0,0.0,83.0,83.0,10.75,21.5,61.5
63943,432-20251205-000088,11,1,21.5,0.0,0.0,21.5,21.5,5.38,5.38,16.12
63944,432-20251205-000088,83,1,18.0,0.0,0.0,18.0,18.0,4.66,4.66,13.34
63945,432-20251207-000089,66,3,20.5,0.0,0.0,61.5,61.5,5.27,15.81,45.69
63946,432-20251207-000090,33,2,11.0,0.0,0.0,22.0,22.0,2.68,5.36,16.64
63947,432-20251207-000090,49,1,31.0,0.0,0.0,31.0,31.0,7.86,7.86,23.14
63948,432-20251207-000090,79,1,13.5,0.0,0.0,13.5,13.5,3.52,3.52,9.98
63949,432-20251210-000091,13,3,26.5,0.0,0.0,79.5,79.5,6.79,20.37,59.13
63950,432-20251218-000092,19,2,18.0,0.0,0.0,36.0,36.0,4.54,9.08,26.92
63951,432-20251219-000093,80,1,38.5,0.0,0.0,38.5,38.5,9.46,9.46,29.04
63952,432-20251219-000093,48,6,85.0,0.0,0.0,510.0,510.0,20.8,124.8,385.2
63953,432-20251223-000094,78,4,19.5,0.0,0.0,78.0,78.0,5.3,21.2,56.8
63954,432-20251223-000094,84,1,42.0,0.0,0.0,42.0,42.0,10.75,10.75,31.25
63955,432-20251227-000095,16,1,27.0,0.2,5.4,27.0,21.6,6.83,6.83,14.77
63956,432-20251227-000095,8,2,42.5,0.2,17.0,85.0,68.0,11.22,22.44,45.56
63957,432-20251227-000096,32,4,11.0,0.2,8.8,44.0,35.2,2.68,10.72,24.48
63958,432-20251227-000096,34,1,44.5,0.2,8.9,44.5,35.6,10.89,10.89,24.71
63959,432-20251229-000097,6,1,20.5,0.2,4.1,20.5,16.4,5.06,5.06,11.34
63960,433-20210805-000001,70,1,695.0,0.0,0.0,695.0,695.0,324.2,324.2,370.8
63961,433-20210805-000001,62,2,21.5,0.0,0.0,43.0,43.0,6.38,12.76,30.24
63962,433-20210805-000001,17,1,9.5,0.0,0.0,9.5,9.5,2.87,2.87,6.63
63963,434-20210414-000001,67,1,10.0,0.0,0.0,10.0,10.0,3.12,3.12,6.88
63964,434-20210523-000002,70,1,690.5,0.0,0.0,690.5,690.5,324.2,324.2,366.3
63965,434-20210523-000002,62,1,21.0,0.0,0.0,21.0,21.0,6.38,6.38,14.62
63966,434-20210523-000002,13,1,23.5,0.0,0.0,23.5,23.5,6.79,6.79,16.71
63967,434-20210530-000003,28,2,35.5,0.0,0.0,71.0,71.0,14.17,28.34,42.66
63968,434-20210605-000004,34,1,39.0,0.0,0.0,39.0,39.0,10.89,10.89,28.11
63969,434-20210808-000005,13,1,23.5,0.0,0.0,23.5,23.5,6.79,6.79,16.71
63970,434-20210811-000006,62,2,21.5,0.0,0.0,43.0,43.0,6.38,12.76,30.24
63971,434-20210823-000007,15,2,25.0,0.0,0.0,50.0,50.0,7.62,15.24,34.76
63972,434-20210901-000008,50,2,66.5,0.0,0.0,133.0,133.0,19.99,39.98,93.02
63973,434-20210921-000009,33,3,9.5,0.0,0.0,28.5,28.5,2.68,8.04,20.46
63974,434-20211004-000010,50,1,67.0,0.0,0.0,67.0,67.0,19.99,19.99,47.01
63975,434-20211121-000011,33,1,10.0,0.0,0.0,10.0,10.0,2.68,2.68,7.32
63976,434-20211121-000011,13,1,23.5,0.0,0.0,23.5,23.5,6.79,6.79,16.71
63977,434-20211213-000012,34,1,39.5,0.0,0.0,39.5,39.5,10.89,10.89,28.61
63978,434-20211213-000012,18,1,18.5,0.0,0.0,18.5,18.5,5.47,5.47,13.03
63979,434-20211214-000013,50,2,67.0,0.0,0.0,134.0,134.0,19.99,39.98,94.02
63980,434-20211224-000014,67,3,10.0,0.0,0.0,30.0,30.0,3.12,9.36,20.64
63981,434-20220112-000015,51,1,512.0,0.0,0.0,512.0,512.0,223.57,223.57,288.43
63982,434-20220112-000015,34,2,39.5,0.0,0.0,79.0,79.0,10.89,21.78,57.22
63983,434-20220205-000016,50,1,67.5,0.0,0.0,67.5,67.5,19.99,19.99,47.51
63984,434-20220205-000016,42,1,16.5,0.0,0.0,16.5,16.5,4.58,4.58,11.92
63985,434-20220205-000016,74,2,66.0,0.0,0.0,132.0,132.0,18.76,37.52,94.48
63986,434-20220529-000017,67,4,10.5,0.0,0.0,42.0,42.0,3.12,12.48,29.52
63987,434-20220529-000017,13,2,24.0,0.0,0.0,48.0,48.0,6.79,13.58,34.42
63988,434-20220529-000017,41,1,35.5,0.0,0.0,35.5,35.5,10.2,10.2,25.3
63989,434-20220713-000018,74,1,66.5,0.0,0.0,66.5,66.5,18.76,18.76,47.74
63990,434-20221205-000019,42,1,17.0,0.0,0.0,17.0,17.0,4.58,4.58,12.42
63991,434-20221205-000019,9,1,74.0,0.0,0.0,74.0,74.0,31.49,31.49,42.51
63992,434-20221211-000020,18,6,19.0,0.0,0.0,114.0,114.0,5.47,32.82,81.18
63993,434-20230109-000021,33,1,10.0,0.0,0.0,10.0,10.0,2.68,2.68,7.32
63994,434-20230315-000022,50,1,69.5,0.145,10.08,69.5,59.42,19.99,19.99,39.43
63995,434-20230315-000022,60,1,68.5,0.145,9.93,68.5,58.57,23.88,23.88,34.69
63996,434-20230708-000023,18,4,19.5,0.0,0.0,78.0,78.0,5.47,21.88,56.12
63997,434-20231122-000024,74,1,69.5,0.0,0.0,69.5,69.5,18.76,18.76,50.74
63998,434-20240316-000025,18,1,19.5,0.0,0.0,19.5,19.5,5.47,5.47,14.03
63999,434-20240316-000025,17,1,10.5,0.0,0.0,10.5,10.5,2.87,2.87,7.63
64000,434-20240804-000026,41,2,37.5,0.0,0.0,75.0,75.0,10.2,20.4,54.6
64001,434-20240804-000026,74,1,71.0,0.0,0.0,71.0,71.0,18.76,18.76,52.24
64002,434-20250310-000027,70,1,773.0,0.0,0.0,773.0,773.0,324.2,324.2,448.8
64003,434-20251112-000028,32,2,10.5,0.0,0.0,21.0,21.0,2.68,5.36,15.64
64004,435-20210526-000001,51,1,502.5,0.0,0.0,502.5,502.5,223.57,223.57,278.93
64005,436-20210910-000001,7,1,235.5,0.0976,22.98,235.5,212.52,104.91,104.91,107.61
64006,436-20210910-000001,23,2,17.5,0.0976,3.42,35.0,31.58,5.32,10.64,20.94
64007,436-20211222-000002,71,1,34.0,0.0,0.0,34.0,34.0,9.9,9.9,24.1
64008,436-20211222-000002,27,1,37.0,0.0,0.0,37.0,37.0,11.13,11.13,25.87
64009,437-20210503-000001,51,1,501.5,0.0,0.0,501.5,501.5,223.57,223.57,277.93
64010,437-20210503-000001,67,3,10.0,0.0,0.0,30.0,30.0,3.12,9.36,20.64
64011,437-20210509-000002,36,3,22.0,0.0,0.0,66.0,66.0,6.76,20.28,45.72
64012,437-20210509-000002,15,3,25.0,0.0,0.0,75.0,75.0,7.62,22.86,52.14
64013,437-20210517-000003,74,3,64.5,0.0,0.0,193.5,193.5,18.76,56.28,137.22
64014,437-20210517-000003,9,1,71.0,0.0,0.0,71.0,71.0,31.49,31.49,39.51
64015,437-20210709-000004,32,1,9.5,0.0,0.0,9.5,9.5,2.68,2.68,6.82
64016,437-20210709-000004,62,6,21.5,0.0,0.0,129.0,129.0,6.38,38.28,90.72
64017,437-20210722-000005,23,4,17.0,0.0,0.0,68.0,68.0,5.32,21.28,46.72
64018,437-20210819-000006,33,1,9.5,0.0,0.0,9.5,9.5,2.68,2.68,6.82
64019,437-20210918-000007,15,1,25.5,0.0,0.0,25.5,25.5,7.62,7.62,17.88
64020,437-20210929-000008,74,1,65.0,0.0,0.0,65.0,65.0,18.76,18.76,46.24
64021,437-20211002-000009,67,2,10.0,0.0,0.0,20.0,20.0,3.12,6.24,13.76
64022,437-20211002-000009,18,1,18.5,0.0,0.0,18.5,18.5,5.47,5.47,13.03
64023,437-20211117-000010,18,1,18.5,0.0,0.0,18.5,18.5,5.47,5.47,13.03
64024,437-20211209-000011,18,3,18.5,0.0,0.0,55.5,55.5,5.47,16.41,39.09
64025,437-20211226-000012,62,1,21.5,0.2,4.3,21.5,17.2,6.38,6.38,10.82
64026,437-20220102-000013,67,1,10.0,0.0,0.0,10.0,10.0,3.12,3.12,6.88
64027,437-20220204-000014,50,2,67.5,0.0,0.0,135.0,135.0,19.99,39.98,95.02
64028,437-20220204-000014,36,1,22.5,0.0,0.0,22.5,22.5,6.76,6.76,15.74
64029,437-20220204-000014,23,1,17.5,0.0,0.0,17.5,17.5,5.32,5.32,12.18
64030,437-20220713-000015,34,1,40.0,0.0,0.0,40.0,40.0,10.89,10.89,29.11
64031,437-20220713-000015,62,1,22.0,0.0,0.0,22.0,22.0,6.38,6.38,15.62
64032,438-20210409-000001,85,1,841.0,0.0,0.0,841.0,841.0,376.74,376.74,464.26
64033,438-20210409-000001,1,1,72.5,0.0,0.0,72.5,72.5,22.3,22.3,50.2
64034,438-20210425-000002,89,1,74.0,0.0,0.0,74.0,74.0,22.14,22.14,51.86
64035,438-20210425-000002,78,1,17.0,0.0,0.0,17.0,17.0,5.3,5.3,11.7
64036,438-20210425-000002,91,1,79.0,0.0,0.0,79.0,79.0,29.81,29.81,49.19
64037,438-20210505-000003,87,1,24.0,0.0,0.0,24.0,24.0,7.17,7.17,16.83
64038,438-20210507-000004,11,1,19.0,0.0,0.0,19.0,19.0,5.38,5.38,13.62
64039,438-20210607-000005,30,6,24.0,0.0,0.0,144.0,144.0,6.81,40.86,103.14
64040,438-20210619-000006,64,2,11.5,0.198,4.55,23.0,18.45,3.2,6.4,12.05
64041,438-20210707-000007,22,3,27.5,0.0,0.0,82.5,82.5,7.72,23.16,59.34
64042,438-20210707-000007,66,2,18.0,0.0,0.0,36.0,36.0,5.27,10.54,25.46
64043,438-20210723-000008,40,1,317.5,0.0,0.0,317.5,317.5,96.32,96.32,221.18
64044,438-20210805-000009,40,6,317.5,0.0,0.0,1905.0,1905.0,96.32,577.92,1327.08
64045,438-20211023-000010,77,1,11.5,0.0,0.0,11.5,11.5,3.3,3.3,8.2
64046,438-20211023-000010,40,1,319.5,0.0,0.0,319.5,319.5,96.32,96.32,223.18
64047,438-20211114-000011,1,1,74.0,0.0,0.0,74.0,74.0,22.3,22.3,51.7
64048,438-20211114-000011,40,1,320.5,0.0,0.0,320.5,320.5,96.32,96.32,224.18
64049,438-20211204-000012,11,1,19.0,0.0,0.0,19.0,19.0,5.38,5.38,13.62
64050,438-20211220-000013,25,1,82.5,0.0,0.0,82.5,82.5,23.17,23.17,59.33
64051,438-20211225-000014,66,1,18.0,0.0,0.0,18.0,18.0,5.27,5.27,12.73
64052,438-20220130-000015,77,1,11.5,0.0,0.0,11.5,11.5,3.3,3.3,8.2
64053,438-20220202-000016,30,1,24.5,0.0,0.0,24.5,24.5,6.81,6.81,17.69
64054,438-20220202-000016,46,1,19.5,0.0,0.0,19.5,19.5,5.86,5.86,13.64
64055,438-20220206-000017,22,1,28.0,0.0,0.0,28.0,28.0,7.72,7.72,20.28
64056,438-20220206-000017,89,1,75.5,0.0,0.0,75.5,75.5,22.14,22.14,53.36
64057,438-20220316-000018,40,1,323.5,0.0,0.0,323.5,323.5,96.32,96.32,227.18
64058,438-20220317-000019,8,1,38.0,0.0,0.0,38.0,38.0,11.22,11.22,26.78
64059,438-20220317-000019,8,1,38.0,0.0,0.0,38.0,38.0,11.22,11.22,26.78
64060,438-20220329-000020,87,1,24.5,0.1278,3.13,24.5,21.37,7.17,7.17,14.2
64061,438-20220403-000021,49,1,28.0,0.0,0.0,28.0,28.0,7.86,7.86,20.14
64062,438-20220403-000021,79,1,12.0,0.0,0.0,12.0,12.0,3.52,3.52,8.48
64063,438-20220513-000022,40,1,325.0,0.0,0.0,325.0,325.0,96.32,96.32,228.68
64064,438-20220522-000023,85,1,869.5,0.0,0.0,869.5,869.5,376.74,376.74,492.76
64065,438-20220522-000023,8,1,38.0,0.0,0.0,38.0,38.0,11.22,11.22,26.78
64066,438-20220522-000023,43,1,52.0,0.0,0.0,52.0,52.0,20.92,20.92,31.08
64067,438-20220626-000024,49,3,28.0,0.1934,16.25,84.0,67.75,7.86,23.58,44.17
64068,438-20220707-000025,8,1,38.5,0.0,0.0,38.5,38.5,11.22,11.22,27.28
64069,438-20220707-000025,89,1,76.5,0.0,0.0,76.5,76.5,22.14,22.14,54.36
64070,438-20220707-000025,40,1,326.5,0.0,0.0,326.5,326.5,96.32,96.32,230.18
64071,438-20220810-000026,8,1,38.5,0.0,0.0,38.5,38.5,11.22,11.22,27.28
64072,438-20220810-000026,87,1,24.5,0.0,0.0,24.5,24.5,7.17,7.17,17.33
64073,438-20220913-000027,64,2,12.0,0.0,0.0,24.0,24.0,3.2,6.4,17.6
64074,438-20221010-000028,30,3,25.0,0.0,0.0,75.0,75.0,6.81,20.43,54.57
64075,438-20221012-000029,30,3,25.0,0.0,0.0,75.0,75.0,6.81,20.43,54.57
64076,438-20221125-000030,66,1,18.5,0.3,5.55,18.5,12.95,5.27,5.27,7.68
64077,438-20221129-000031,66,1,18.5,0.3,5.55,18.5,12.95,5.27,5.27,7.68
64078,438-20221129-000031,25,3,84.5,0.3,76.05,253.5,177.45,23.17,69.51,107.94
64079,438-20221206-000032,87,1,25.0,0.0,0.0,25.0,25.0,7.17,7.17,17.83
64080,438-20230124-000033,79,6,12.5,0.2145,16.09,75.0,58.91,3.52,21.12,37.79
64081,438-20230211-R000033,79,-6,12.5,0.2145,-16.09,-75.0,-58.91,3.52,-21.12,-37.79
64082,438-20230311-000034,89,2,78.0,0.0,0.0,156.0,156.0,22.14,44.28,111.72
64083,438-20230319-000035,11,2,20.0,0.145,5.8,40.0,34.2,5.38,10.76,23.44
64084,438-20230319-000035,66,1,19.0,0.145,2.75,19.0,16.25,5.27,5.27,10.98
64085,438-20230319-000035,78,1,18.0,0.145,2.61,18.0,15.39,5.3,5.3,10.09
64086,438-20230328-000036,77,2,12.0,0.145,3.48,24.0,20.52,3.3,6.6,13.92
64087,438-20230419-000037,77,1,12.0,0.0,0.0,12.0,12.0,3.3,3.3,8.7
64088,438-20230507-000038,40,1,334.5,0.0,0.0,334.5,334.5,96.32,96.32,238.18
64089,439-20210409-000001,70,1,688.5,0.0,0.0,688.5,688.5,324.2,324.2,364.3
64090,439-20210409-000001,17,2,9.5,0.0,0.0,19.0,19.0,2.87,5.74,13.26
64091,439-20210409-000001,17,1,9.5,0.0,0.0,9.5,9.5,2.87,2.87,6.63
64092,439-20210409-000001,17,1,9.5,0.0,0.0,9.5,9.5,2.87,2.87,6.63
64093,439-20210615-000002,62,1,21.5,0.198,4.26,21.5,17.24,6.38,6.38,10.86
64094,439-20210628-000003,36,2,22.0,0.198,8.71,44.0,35.29,6.76,13.52,21.77
64095,439-20210726-000004,17,1,9.5,0.0,0.0,9.5,9.5,2.87,2.87,6.63
64096,439-20210726-000004,42,4,16.0,0.0,0.0,64.0,64.0,4.58,18.32,45.68
64097,439-20210806-000005,74,1,65.0,0.0,0.0,65.0,65.0,18.76,18.76,46.24
64098,439-20210806-000005,42,1,16.0,0.0,0.0,16.0,16.0,4.58,4.58,11.42
64099,439-20210806-000005,41,1,34.5,0.0,0.0,34.5,34.5,10.2,10.2,24.3
64100,439-20210822-000006,51,1,506.0,0.0,0.0,506.0,506.0,223.57,223.57,282.43
64101,439-20210822-000006,32,1,9.5,0.0,0.0,9.5,9.5,2.68,2.68,6.82
64102,439-20210823-000007,74,3,65.0,0.0,0.0,195.0,195.0,18.76,56.28,138.72
64103,439-20210823-000007,36,1,22.0,0.0,0.0,22.0,22.0,6.76,6.76,15.24
64104,439-20210902-000008,36,2,22.0,0.0976,4.29,44.0,39.71,6.76,13.52,26.19
64105,439-20210909-000009,32,2,9.5,0.0976,1.85,19.0,17.15,2.68,5.36,11.79
64106,439-20210909-000009,50,1,66.5,0.0976,6.49,66.5,60.01,19.99,19.99,40.02
64107,439-20210909-000009,41,2,34.5,0.0976,6.73,69.0,62.27,10.2,20.4,41.87
64108,439-20210925-000010,62,3,21.5,0.0,0.0,64.5,64.5,6.38,19.14,45.36
64109,439-20210925-000010,42,6,16.0,0.0,0.0,96.0,96.0,4.58,27.48,68.52
64110,439-20210925-000010,33,2,9.5,0.0,0.0,19.0,19.0,2.68,5.36,13.64
64111,439-20210925-000010,42,1,16.0,0.0,0.0,16.0,16.0,4.58,4.58,11.42
64112,439-20210925-000010,28,1,35.5,0.0,0.0,35.5,35.5,14.17,14.17,21.33
64113,439-20210925-000010,9,1,71.5,0.0,0.0,71.5,71.5,31.49,31.49,40.01
64114,439-20211129-000011,15,1,25.5,0.3,7.65,25.5,17.85,7.62,7.62,10.23
64115,439-20211129-000011,15,1,25.5,0.3,7.65,25.5,17.85,7.62,7.62,10.23
64116,439-20211129-000011,98,1,41.5,0.3,12.45,41.5,29.05,15.97,15.97,13.08
64117,439-20211205-000012,51,1,510.0,0.0,0.0,510.0,510.0,223.57,223.57,286.43
64118,439-20211205-000012,41,2,35.0,0.0,0.0,70.0,70.0,10.2,20.4,49.6
64119,439-20211205-000012,50,1,67.0,0.0,0.0,67.0,67.0,19.99,19.99,47.01
64120,439-20211223-000013,74,1,65.5,0.0,0.0,65.5,65.5,18.76,18.76,46.74
64121,439-20211223-000013,15,1,25.5,0.0,0.0,25.5,25.5,7.62,7.62,17.88
64122,439-20211224-000014,17,2,9.5,0.0,0.0,19.0,19.0,2.87,5.74,13.26
64123,439-20211226-000015,33,1,10.0,0.2,2.0,10.0,8.0,2.68,2.68,5.32
64124,439-20211226-000015,60,1,66.0,0.2,13.2,66.0,52.8,23.88,23.88,28.92
64125,439-20211230-000016,67,1,10.0,0.2,2.0,10.0,8.0,3.12,3.12,4.88
64126,439-20220109-000017,41,3,35.0,0.0,0.0,105.0,105.0,10.2,30.6,74.4
64127,439-20220116-000018,34,1,39.5,0.0,0.0,39.5,39.5,10.89,10.89,28.61
64128,439-20220116-000018,41,1,35.0,0.0,0.0,35.0,35.0,10.2,10.2,24.8
64129,439-20220116-000018,50,1,67.5,0.0,0.0,67.5,67.5,19.99,19.99,47.51
64130,439-20220313-000019,34,1,40.0,0.0,0.0,40.0,40.0,10.89,10.89,29.11
64131,439-20220313-000019,23,1,17.5,0.0,0.0,17.5,17.5,5.32,5.32,12.18
64132,439-20220318-000020,60,1,66.5,0.0,0.0,66.5,66.5,23.88,23.88,42.62
64133,439-20220330-000021,42,2,16.5,0.1278,4.22,33.0,28.78,4.58,9.16,19.62
64134,439-20220407-000022,13,1,24.0,0.0,0.0,24.0,24.0,6.79,6.79,17.21
64135,439-20220407-000022,41,1,35.0,0.0,0.0,35.0,35.0,10.2,10.2,24.8
64136,439-20220407-000022,17,3,9.5,0.0,0.0,28.5,28.5,2.87,8.61,19.89
64137,439-20220412-R000022,41,-1,35.0,0.0,-0.0,-35.0,-35.0,10.2,-10.2,-24.8
64138,439-20220412-R000022,13,-1,24.0,0.0,-0.0,-24.0,-24.0,6.79,-6.79,-17.21
64139,439-20220412-R000022,17,-3,9.5,0.0,-0.0,-28.5,-28.5,2.87,-8.61,-19.89
64140,439-20220412-000023,74,1,66.0,0.0,0.0,66.0,66.0,18.76,18.76,47.24
64141,439-20220412-000023,23,3,17.5,0.0,0.0,52.5,52.5,5.32,15.96,36.54
64142,439-20220424-000024,23,1,17.5,0.0,0.0,17.5,17.5,5.32,5.32,12.18
64143,439-20220424-000024,42,2,16.5,0.0,0.0,33.0,33.0,4.58,9.16,23.84
64144,439-20220424-000024,9,1,73.0,0.0,0.0,73.0,73.0,31.49,31.49,41.51
64145,439-20220428-000025,34,1,40.0,0.0,0.0,40.0,40.0,10.89,10.89,29.11
64146,439-20220428-000025,23,2,17.5,0.0,0.0,35.0,35.0,5.32,10.64,24.36
64147,439-20220428-000025,33,1,10.0,0.0,0.0,10.0,10.0,2.68,2.68,7.32
64148,439-20220510-000026,32,1,9.5,0.0,0.0,9.5,9.5,2.68,2.68,6.82
64149,439-20220510-000026,41,1,35.5,0.0,0.0,35.5,35.5,10.2,10.2,25.3
64150,439-20220510-000026,18,1,18.5,0.0,0.0,18.5,18.5,5.47,5.47,13.03
64151,439-20220510-000026,36,1,22.5,0.0,0.0,22.5,22.5,6.76,6.76,15.74
64152,439-20220511-000027,70,1,710.5,0.0,0.0,710.5,710.5,324.2,324.2,386.3
64153,439-20220511-000027,62,1,22.0,0.0,0.0,22.0,22.0,6.38,6.38,15.62
64154,439-20220511-000027,32,2,9.5,0.0,0.0,19.0,19.0,2.68,5.36,13.64
64155,439-20220511-000027,41,1,35.5,0.0,0.0,35.5,35.5,10.2,10.2,25.3
64156,439-20220617-000028,33,3,10.0,0.1934,5.8,30.0,24.2,2.68,8.04,16.16
64157,439-20220617-000028,23,2,17.5,0.1934,6.77,35.0,28.23,5.32,10.64,17.59
64158,439-20220617-000028,60,1,67.0,0.1934,12.96,67.0,54.04,23.88,23.88,30.16
64159,439-20220621-000029,36,2,22.5,0.1934,8.7,45.0,36.3,6.76,13.52,22.78
64160,439-20220621-000029,34,2,40.0,0.1934,15.47,80.0,64.53,10.89,21.78,42.75
64161,439-20220621-000029,67,2,10.5,0.1934,4.06,21.0,16.94,3.12,6.24,10.7
64162,439-20220621-000029,23,2,17.5,0.1934,6.77,35.0,28.23,5.32,10.64,17.59
64163,439-20220703-000030,17,1,10.0,0.0,0.0,10.0,10.0,2.87,2.87,7.13
64164,439-20220703-000030,15,2,26.0,0.0,0.0,52.0,52.0,7.62,15.24,36.76
64165,439-20220703-000030,34,1,40.0,0.0,0.0,40.0,40.0,10.89,10.89,29.11
64166,439-20220805-000031,17,1,10.0,0.0,0.0,10.0,10.0,2.87,2.87,7.13
64167,439-20220805-000031,36,1,22.5,0.0,0.0,22.5,22.5,6.76,6.76,15.74
64168,439-20220828-000032,34,1,40.5,0.0,0.0,40.5,40.5,10.89,10.89,29.61
64169,439-20220828-000032,15,1,26.0,0.0,0.0,26.0,26.0,7.62,7.62,18.38
64170,439-20220828-000032,67,1,10.5,0.0,0.0,10.5,10.5,3.12,3.12,7.38
64171,439-20220901-000033,15,1,26.0,0.0,0.0,26.0,26.0,7.62,7.62,18.38
64172,439-20220918-000034,67,3,10.5,0.107,3.37,31.5,28.13,3.12,9.36,18.77
64173,439-20220918-000034,42,2,16.5,0.107,3.53,33.0,29.47,4.58,9.16,20.31
64174,439-20220918-000034,15,1,26.0,0.107,2.78,26.0,23.22,7.62,7.62,15.6
64175,439-20220924-R000034,67,-3,10.5,0.107,-3.37,-31.5,-28.13,3.12,-9.36,-18.77
64176,439-20220924-R000034,15,-1,26.0,0.107,-2.78,-26.0,-23.22,7.62,-7.62,-15.6
64177,439-20220924-R000034,42,-2,16.5,0.107,-3.53,-33.0,-29.47,4.58,-9.16,-20.31
64178,439-20220921-000035,41,1,35.5,0.107,3.8,35.5,31.7,10.2,10.2,21.5
64179,439-20220921-000035,23,3,18.0,0.107,5.78,54.0,48.22,5.32,15.96,32.26
64180,439-20220921-000035,15,1,26.0,0.107,2.78,26.0,23.22,7.62,7.62,15.6
64181,439-20220930-000036,34,2,40.5,0.0,0.0,81.0,81.0,10.89,21.78,59.22
64182,439-20220930-000036,15,1,26.0,0.0,0.0,26.0,26.0,7.62,7.62,18.38
