survey_id,customer_id,sent_at,response_at,score,nps_category
S-00001179,2,2022-12-31,,,
S-00001180,25,2022-12-31,2023-01-08,9,Promoter
S-00001181,27,2022-12-31,,,
S-00001182,33,2022-12-31,,,
S-00001183,43,2022-12-31,2023-01-07,8,Passive
S-00001184,44,2022-12-31,,,
S-00001185,46,2022-12-31,2023-01-06,9,Promoter
S-00001186,51,2022-12-31,,,
S-00001187,57,2022-12-31,2023-01-11,9,Promoter
S-00001188,60,2022-12-31,2023-01-13,8,Passive
S-00001189,61,2022-12-31,2022-12-31,9,Promoter
S-00001190,80,2022-12-31,2023-01-14,9,Promoter
S-00001191,86,2022-12-31,2023-01-02,7,Passive
S-00001192,91,2022-12-31,2023-01-01,6,Detractor
S-00001193,92,2022-12-31,2023-01-02,10,Promoter
S-00001194,108,2022-12-31,,,
S-00001195,113,2022-12-31,2023-01-14,5,Detractor
S-00001196,114,2022-12-31,,,
S-00001197,130,2022-12-31,,,
S-00001198,138,2022-12-31,2023-01-08,8,Passive
S-00001199,140,2022-12-31,2023-01-14,8,Passive
S-00001200,141,2022-12-31,2023-01-14,6,Detractor
S-00001201,142,2022-12-31,,,
S-00001202,153,2022-12-31,2023-01-01,3,Detractor
S-00001203,155,2022-12-31,2023-01-09,9,Promoter
S-00001204,157,2022-12-31,,,
S-00001205,160,2022-12-31,,,
S-00001206,170,2022-12-31,2023-01-10,8,Passive
S-00001207,174,2022-12-31,,,
S-00001208,180,2022-12-31,,,
S-00001209,181,2022-12-31,2023-01-13,10,Promoter
S-00001210,183,2022-12-31,2023-01-02,8,Passive
S-00001211,185,2022-12-31,2023-01-11,8,Passive
S-00001212,188,2022-12-31,2023-01-08,7,Passive
S-00001213,202,2022-12-31,2023-01-14,8,Passive
S-00001214,214,2022-12-31,,,
S-00001215,222,2022-12-31,2023-01-02,7,Passive
S-00001216,238,2022-12-31,2023-01-10,8,Passive
S-00001217,239,2022-12-31,2023-01-02,8,Passive
S-00001218,241,2022-12-31,2023-01-01,9,Promoter
S-00001219,246,2022-12-31,,,
S-00001220,256,2022-12-31,2023-01-05,9,Promoter
S-00001221,259,2022-12-31,,,
S-00001222,261,2022-12-31,2022-12-31,8,Passive
S-00001223,266,2022-12-31,2023-01-02,1,Detractor
S-00001224,273,2022-12-31,2023-01-13,8,Passive
S-00001225,277,2022-12-31,2023-01-07,10,Promoter
S-00001226,281,2022-12-31,2023-01-01,2,Detractor
S-00001227,299,2022-12-31,2023-01-06,9,Promoter
S-00001228,309,2022-12-31,2023-01-02,9,Promoter
S-00001229,315,2022-12-31,,,
S-00001230,320,2022-12-31,2023-01-10,6,Detractor
S-00001231,323,2022-12-31,2023-01-08,9,Promoter
S-00001232,333,2022-12-31,,,
S-00001233,334,2022-12-31,2023-01-12,7,Passive
S-00001234,344,2022-12-31,2023-01-11,7,Passive
S-00001235,349,2022-12-31,2023-01-10,5,Detractor
S-00001236,361,2022-12-31,,,
S-00001237,365,2022-12-31,2023-01-08,6,Detractor
S-00001238,369,2022-12-31,,,
S-00001239,372,2022-12-31,,,
S-00001240,380,2022-12-31,2023-01-09,8,Passive
S-00001241,389,2022-12-31,2022-12-31,3,Detractor
S-00001242,393,2022-12-31,,,
S-00001243,405,2022-12-31,,,
S-00001244,414,2022-12-31,,,
S-00001245,423,2022-12-31,,,
S-00001246,428,2022-12-31,,,
S-00001247,432,2022-12-31,,,
S-00001248,434,2022-12-31,,,
S-00001249,440,2022-12-31,,,
S-00001250,443,2022-12-31,,,
S-00001251,447,2022-12-31,2023-01-13,8,Passive
S-00001252,469,2022-12-31,2023-01-01,5,Detractor
S-00001253,485,2022-12-31,2023-01-05,6,Detractor
S-00001254,486,2022-12-31,2023-01-07,9,Promoter
S-00001255,489,2022-12-31,,,
S-00001256,493,2022-12-31,,,
S-00001257,494,2022-12-31,2023-01-07,5,Detractor
S-00001258,498,2022-12-31,,,
S-00001259,510,2022-12-31,,,
S-00001260,514,2022-12-31,2023-01-13,8,Passive
S-00001261,516,2022-12-31,,,
S-00001262,519,2022-12-31,,,
S-00001263,534,2022-12-31,,,
S-00001264,540,2022-12-31,,,
S-00001265,541,2022-12-31,,,
S-00001266,548,2022-12-31,2022-12-31,4,Detractor
S-00001267,556,2022-12-31,,,
S-00001268,557,2022-12-31,2023-01-03,4,Detractor
S-00001269,561,2022-12-31,,,
S-00001270,568,2022-12-31,,,
S-00001271,577,2022-12-31,,,
S-00001272,580,2022-12-31,,,
S-00001273,592,2022-12-31,,,
S-00001274,598,2022-12-31,2023-01-14,9,Promoter
S-00001275,600,2022-12-31,,,
S-00001276,601,2022-12-31,,,
S-00001277,602,2022-12-31,2023-01-01,9,Promoter
S-00001278,607,2022-12-31,,,
S-00001279,608,2022-12-31,2023-01-08,8,Passive
S-00001280,616,2022-12-31,,,
S-00001281,620,2022-12-31,,,
S-00001282,622,2022-12-31,2023-01-09,1,Detractor
S-00001283,623,2022-12-31,,,
S-00001284,625,2022-12-31,,,
S-00001285,626,2022-12-31,2023-01-11,3,Detractor
S-00001286,628,2022-12-31,,,
S-00001287,643,2022-12-31,2023-01-08,10,Promoter
S-00001288,644,2022-12-31,,,
S-00001289,647,2022-12-31,,,
S-00001290,683,2022-12-31,2023-01-10,8,Passive
S-00001291,685,2022-12-31,,,
S-00001292,686,2022-12-31,,,
S-00001293,691,2022-12-31,2023-01-06,8,Passive
S-00001294,702,2022-12-31,,,
S-00001295,709,2022-12-31,,,
S-00001296,710,2022-12-31,,,
S-00001297,714,2022-12-31,2023-01-07,9,Promoter
S-00001298,722,2022-12-31,,,
S-00001299,724,2022-12-31,2023-01-11,9,Promoter
S-00001300,8,2023-03-31,2023-04-01,10,Promoter
S-00001301,15,2023-03-31,2023-04-04,9,Promoter
S-00001302,20,2023-03-31,2023-04-06,7,Passive
S-00001303,21,2023-03-31,2023-04-04,10,Promoter
S-00001304,39,2023-03-31,2023-03-31,6,Detractor
S-00001305,68,2023-03-31,2023-04-12,10,Promoter
S-00001306,74,2023-03-31,2023-04-14,8,Passive
S-00001307,76,2023-03-31,,,
S-00001308,86,2023-03-31,2023-04-01,7,Passive
S-00001309,107,2023-03-31,2023-04-12,10,Promoter
S-00001310,136,2023-03-31,2023-04-11,9,Promoter
S-00001311,140,2023-03-31,,,
S-00001312,157,2023-03-31,2023-04-07,10,Promoter
S-00001313,170,2023-03-31,2023-04-07,4,Detractor
S-00001314,175,2023-03-31,2023-04-07,6,Detractor
S-00001315,182,2023-03-31,2023-04-01,10,Promoter
S-00001316,210,2023-03-31,2023-04-13,8,Passive
S-00001317,213,2023-03-31,,,
S-00001318,222,2023-03-31,2023-03-31,9,Promoter
S-00001319,233,2023-03-31,,,
S-00001320,244,2023-03-31,,,
S-00001321,251,2023-03-31,,,
S-00001322,271,2023-03-31,,,
S-00001323,281,2023-03-31,,,
S-00001324,288,2023-03-31,2023-04-14,9,Promoter
S-00001325,291,2023-03-31,2023-04-01,8,Passive
S-00001326,305,2023-03-31,2023-04-03,10,Promoter
S-00001327,314,2023-03-31,2023-04-14,6,Detractor
S-00001328,320,2023-03-31,2023-04-06,9,Promoter
S-00001329,331,2023-03-31,2023-04-08,9,Promoter
S-00001330,332,2023-03-31,2023-04-14,6,Detractor
S-00001331,340,2023-03-31,,,
S-00001332,341,2023-03-31,,,
S-00001333,349,2023-03-31,2023-04-02,5,Detractor
S-00001334,352,2023-03-31,2023-04-01,5,Detractor
S-00001335,363,2023-03-31,,,
S-00001336,365,2023-03-31,2023-04-04,6,Detractor
S-00001337,372,2023-03-31,,,
S-00001338,380,2023-03-31,,,
S-00001339,399,2023-03-31,2023-04-13,10,Promoter
S-00001340,409,2023-03-31,2023-04-01,9,Promoter
S-00001341,427,2023-03-31,,,
S-00001342,429,2023-03-31,,,
S-00001343,432,2023-03-31,2023-04-03,7,Passive
S-00001344,444,2023-03-31,,,
S-00001345,446,2023-03-31,,,
S-00001346,460,2023-03-31,,,
S-00001347,463,2023-03-31,,,
S-00001348,470,2023-03-31,2023-04-11,7,Passive
S-00001349,483,2023-03-31,2023-04-03,9,Promoter
S-00001350,489,2023-03-31,,,
S-00001351,495,2023-03-31,2023-04-10,6,Detractor
S-00001352,497,2023-03-31,2023-04-01,10,Promoter
S-00001353,498,2023-03-31,,,
S-00001354,513,2023-03-31,2023-04-05,7,Passive
S-00001355,517,2023-03-31,,,
S-00001356,520,2023-03-31,2023-04-13,6,Detractor
S-00001357,522,2023-03-31,2023-04-14,4,Detractor
S-00001358,529,2023-03-31,2023-04-09,4,Detractor
S-00001359,533,2023-03-31,,,
S-00001360,546,2023-03-31,,,
S-00001361,554,2023-03-31,,,
S-00001362,560,2023-03-31,2023-04-04,5,Detractor
S-00001363,561,2023-03-31,2023-04-10,10,Promoter
S-00001364,562,2023-03-31,2023-04-01,10,Promoter
S-00001365,572,2023-03-31,2023-04-12,7,Passive
S-00001366,577,2023-03-31,,,
S-00001367,583,2023-03-31,,,
S-00001368,588,2023-03-31,2023-04-07,8,Passive
S-00001369,601,2023-03-31,,,
S-00001370,603,2023-03-31,2023-04-04,10,Promoter
S-00001371,604,2023-03-31,,,
S-00001372,610,2023-03-31,2023-03-31,8,Passive
S-00001373,628,2023-03-31,,,
S-00001374,629,2023-03-31,,,
S-00001375,630,2023-03-31,,,
S-00001376,632,2023-03-31,2023-04-08,8,Passive
S-00001377,637,2023-03-31,,,
S-00001378,643,2023-03-31,2023-04-08,7,Passive
S-00001379,653,2023-03-31,,,
S-00001380,665,2023-03-31,2023-04-10,6,Detractor
S-00001381,669,2023-03-31,,,
S-00001382,671,2023-03-31,,,
S-00001383,682,2023-03-31,,,
S-00001384,689,2023-03-31,,,
S-00001385,692,2023-03-31,,,
S-00001386,702,2023-03-31,2023-04-09,5,Detractor
S-00001387,703,2023-03-31,,,
S-00001388,706,2023-03-31,2023-04-13,9,Promoter
S-00001389,709,2023-03-31,,,
S-00001390,714,2023-03-31,,,
S-00001391,716,2023-03-31,,,
S-00001392,718,2023-03-31,,,
S-00001393,721,2023-03-31,2023-04-03,8,Passive
S-00001394,724,2023-03-31,2023-04-11,9,Promoter
S-00001395,733,2023-03-31,2023-04-10,8,Passive
S-00001396,735,2023-03-31,,,
S-00001397,736,2023-03-31,,,
S-00001398,738,2023-03-31,,,
S-00001399,739,2023-03-31,2023-04-07,8,Passive
S-00001400,742,2023-03-31,2023-04-04,5,Detractor
S-00001401,7,2023-06-30,2023-07-11,10,Promoter
S-00001402,15,2023-06-30,2023-07-09,8,Passive
S-00001403,20,2023-06-30,2023-06-30,8,Passive
S-00001404,25,2023-06-30,,,
S-00001405,41,2023-06-30,2023-07-09,4,Detractor
S-00001406,43,2023-06-30,,,
S-00001407,52,2023-06-30,2023-07-03,7,Passive
S-00001408,60,2023-06-30,2023-07-01,10,Promoter
S-00001409,68,2023-06-30,2023-07-02,10,Promoter
S-00001410,73,2023-06-30,2023-07-04,10,Promoter
S-00001411,74,2023-06-30,2023-07-12,10,Promoter
S-00001412,76,2023-06-30,2023-07-09,9,Promoter
S-00001413,77,2023-06-30,2023-07-02,6,Detractor
S-00001414,93,2023-06-30,2023-07-12,3,Detractor
S-00001415,99,2023-06-30,2023-07-05,9,Promoter
S-00001416,129,2023-06-30,,,
S-00001417,147,2023-06-30,,,
S-00001418,149,2023-06-30,2023-07-08,7,Passive
S-00001419,168,2023-06-30,2023-07-05,7,Passive
S-00001420,180,2023-06-30,2023-07-11,8,Passive
S-00001421,186,2023-06-30,,,
S-00001422,211,2023-06-30,2023-06-30,10,Promoter
S-00001423,212,2023-06-30,2023-07-03,4,Detractor
S-00001424,213,2023-06-30,,,
S-00001425,214,2023-06-30,2023-07-08,10,Promoter
S-00001426,235,2023-06-30,2023-07-04,5,Detractor
S-00001427,280,2023-06-30,2023-07-12,10,Promoter
S-00001428,283,2023-06-30,,,
S-00001429,290,2023-06-30,2023-07-09,8,Passive
S-00001430,291,2023-06-30,2023-07-03,10,Promoter
S-00001431,300,2023-06-30,,,
S-00001432,305,2023-06-30,2023-07-14,8,Passive
S-00001433,309,2023-06-30,2023-07-13,8,Passive
S-00001434,321,2023-06-30,2023-07-01,6,Detractor
S-00001435,333,2023-06-30,,,
S-00001436,339,2023-06-30,2023-07-06,10,Promoter
S-00001437,349,2023-06-30,,,
S-00001438,350,2023-06-30,,,
S-00001439,366,2023-06-30,,,
S-00001440,369,2023-06-30,2023-07-04,7,Passive
S-00001441,372,2023-06-30,,,
S-00001442,374,2023-06-30,2023-07-14,10,Promoter
S-00001443,385,2023-06-30,,,
S-00001444,407,2023-06-30,2023-07-09,9,Promoter
S-00001445,411,2023-06-30,,,
S-00001446,417,2023-06-30,2023-07-06,10,Promoter
S-00001447,420,2023-06-30,2023-07-11,9,Promoter
S-00001448,429,2023-06-30,2023-07-06,10,Promoter
S-00001449,458,2023-06-30,,,
S-00001450,464,2023-06-30,2023-07-13,7,Passive
S-00001451,470,2023-06-30,2023-07-06,10,Promoter
S-00001452,483,2023-06-30,2023-07-06,9,Promoter
S-00001453,485,2023-06-30,,,
S-00001454,489,2023-06-30,,,
S-00001455,502,2023-06-30,2023-07-08,8,Passive
S-00001456,503,2023-06-30,2023-07-12,2,Detractor
S-00001457,514,2023-06-30,2023-06-30,10,Promoter
S-00001458,532,2023-06-30,,,
S-00001459,544,2023-06-30,,,
S-00001460,548,2023-06-30,2023-07-13,10,Promoter
S-00001461,556,2023-06-30,2023-06-30,7,Passive
S-00001462,572,2023-06-30,2023-07-04,6,Detractor
S-00001463,574,2023-06-30,,,
S-00001464,583,2023-06-30,2023-07-08,7,Passive
S-00001465,590,2023-06-30,,,
S-00001466,593,2023-06-30,2023-07-06,8,Passive
S-00001467,608,2023-06-30,2023-07-13,10,Promoter
S-00001468,610,2023-06-30,,,
S-00001469,613,2023-06-30,,,
S-00001470,619,2023-06-30,2023-07-14,4,Detractor
S-00001471,624,2023-06-30,2023-07-01,6,Detractor
S-00001472,649,2023-06-30,2023-07-08,9,Promoter
S-00001473,657,2023-06-30,,,
S-00001474,659,2023-06-30,,,
S-00001475,660,2023-06-30,,,
S-00001476,661,2023-06-30,,,
S-00001477,662,2023-06-30,,,
S-00001478,678,2023-06-30,,,
S-00001479,691,2023-06-30,,,
S-00001480,699,2023-06-30,2023-07-11,5,Detractor
S-00001481,703,2023-06-30,2023-07-11,7,Passive
S-00001482,707,2023-06-30,,,
S-00001483,710,2023-06-30,,,
S-00001484,711,2023-06-30,,,
S-00001485,724,2023-06-30,2023-07-01,10,Promoter
S-00001486,735,2023-06-30,2023-07-04,2,Detractor
S-00001487,736,2023-06-30,2023-07-01,10,Promoter
S-00001488,749,2023-06-30,,,
S-00001489,757,2023-06-30,2023-07-11,6,Detractor
S-00001490,760,2023-06-30,,,
S-00001491,761,2023-06-30,,,
S-00001492,772,2023-06-30,2023-07-03,8,Passive
S-00001493,773,2023-06-30,,,
S-00001494,775,2023-06-30,2023-07-07,9,Promoter
S-00001495,5,2023-09-30,,,
S-00001496,7,2023-09-30,2023-10-10,8,Passive
S-00001497,10,2023-09-30,2023-10-02,7,Passive
S-00001498,25,2023-09-30,2023-10-13,7,Passive
S-00001499,27,2023-09-30,,,
S-00001500,29,2023-09-30,,,
S-00001501,37,2023-09-30,2023-10-05,8,Passive
S-00001502,46,2023-09-30,2023-10-05,8,Passive
S-00001503,60,2023-09-30,,,
S-00001504,73,2023-09-30,2023-10-03,10,Promoter
S-00001505,91,2023-09-30,2023-10-01,7,Passive
S-00001506,92,2023-09-30,2023-10-04,8,Passive
S-00001507,112,2023-09-30,2023-10-09,7,Passive
S-00001508,119,2023-09-30,2023-10-12,4,Detractor
S-00001509,129,2023-09-30,,,
S-00001510,137,2023-09-30,,,
S-00001511,153,2023-09-30,2023-10-04,6,Detractor
S-00001512,166,2023-09-30,2023-10-13,9,Promoter
S-00001513,174,2023-09-30,2023-10-09,10,Promoter
S-00001514,186,2023-09-30,2023-10-11,8,Passive
S-00001515,197,2023-09-30,,,
S-00001516,224,2023-09-30,,,
S-00001517,227,2023-09-30,2023-10-11,9,Promoter
S-00001518,239,2023-09-30,,,
S-00001519,242,2023-09-30,,,
S-00001520,257,2023-09-30,2023-10-14,5,Detractor
S-00001521,260,2023-09-30,2023-10-14,9,Promoter
S-00001522,265,2023-09-30,,,
S-00001523,272,2023-09-30,,,
S-00001524,273,2023-09-30,2023-10-04,7,Passive
S-00001525,278,2023-09-30,,,
S-00001526,281,2023-09-30,,,
S-00001527,286,2023-09-30,,,
S-00001528,306,2023-09-30,2023-10-11,9,Promoter
S-00001529,326,2023-09-30,2023-10-01,6,Detractor
S-00001530,331,2023-09-30,2023-10-11,9,Promoter
S-00001531,345,2023-09-30,,,
S-00001532,354,2023-09-30,2023-10-02,7,Passive
S-00001533,355,2023-09-30,,,
S-00001534,363,2023-09-30,2023-10-13,6,Detractor
S-00001535,369,2023-09-30,,,
S-00001536,371,2023-09-30,,,
S-00001537,399,2023-09-30,2023-10-02,7,Passive
S-00001538,400,2023-09-30,,,
S-00001539,411,2023-09-30,,,
S-00001540,414,2023-09-30,2023-09-30,7,Passive
S-00001541,417,2023-09-30,2023-10-06,7,Passive
S-00001542,420,2023-09-30,2023-10-12,8,Passive
S-00001543,434,2023-09-30,,,
S-00001544,444,2023-09-30,,,
S-00001545,445,2023-09-30,2023-10-10,10,Promoter
S-00001546,450,2023-09-30,2023-10-02,3,Detractor
S-00001547,454,2023-09-30,2023-10-07,7,Passive
S-00001548,458,2023-09-30,2023-10-06,7,Passive
S-00001549,465,2023-09-30,2023-09-30,7,Passive
S-00001550,476,2023-09-30,,,
S-00001551,490,2023-09-30,2023-10-09,7,Passive
S-00001552,491,2023-09-30,,,
S-00001553,495,2023-09-30,,,
S-00001554,498,2023-09-30,,,
S-00001555,510,2023-09-30,2023-10-12,9,Promoter
S-00001556,514,2023-09-30,2023-10-02,10,Promoter
S-00001557,539,2023-09-30,2023-10-02,4,Detractor
S-00001558,542,2023-09-30,,,
S-00001559,543,2023-09-30,,,
S-00001560,553,2023-09-30,,,
S-00001561,567,2023-09-30,2023-10-08,10,Promoter
S-00001562,570,2023-09-30,,,
S-00001563,575,2023-09-30,2023-10-10,9,Promoter
S-00001564,585,2023-09-30,,,
S-00001565,588,2023-09-30,2023-10-02,7,Passive
S-00001566,595,2023-09-30,,,
S-00001567,599,2023-09-30,2023-10-14,9,Promoter
S-00001568,600,2023-09-30,2023-10-03,10,Promoter
S-00001569,610,2023-09-30,,,
S-00001570,615,2023-09-30,,,
S-00001571,616,2023-09-30,,,
S-00001572,637,2023-09-30,2023-10-10,6,Detractor
S-00001573,638,2023-09-30,2023-10-13,9,Promoter
S-00001574,639,2023-09-30,,,
S-00001575,649,2023-09-30,,,
S-00001576,658,2023-09-30,2023-10-08,7,Passive
S-00001577,659,2023-09-30,,,
S-00001578,660,2023-09-30,,,
S-00001579,683,2023-09-30,,,
S-00001580,688,2023-09-30,,,
S-00001581,692,2023-09-30,2023-10-03,4,Detractor
S-00001582,699,2023-09-30,2023-10-10,4,Detractor
S-00001583,703,2023-09-30,,,
S-00001584,707,2023-09-30,,,
S-00001585,711,2023-09-30,,,
S-00001586,713,2023-09-30,2023-10-04,8,Passive
S-00001587,724,2023-09-30,,,
S-00001588,727,2023-09-30,2023-10-01,7,Passive
S-00001589,736,2023-09-30,2023-10-04,8,Passive
S-00001590,743,2023-09-30,,,
S-00001591,746,2023-09-30,2023-10-09,9,Promoter
S-00001592,751,2023-09-30,2023-10-11,7,Passive
S-00001593,754,2023-09-30,,,
S-00001594,761,2023-09-30,,,
S-00001595,763,2023-09-30,2023-10-13,10,Promoter
S-00001596,769,2023-09-30,,,
S-00001597,771,2023-09-30,2023-10-02,6,Detractor
S-00001598,794,2023-09-30,,,
S-00001599,799,2023-09-30,2023-10-14,10,Promoter
S-00001600,803,2023-09-30,,,
S-00001601,809,2023-09-30,,,
S-00001602,814,2023-09-30,,,
S-00001603,820,2023-09-30,,,
S-00001604,8,2023-12-31,2024-01-03,10,Promoter
S-00001605,19,2023-12-31,2024-01-02,8,Passive
S-00001606,20,2023-12-31,2024-01-14,10,Promoter
S-00001607,22,2023-12-31,2024-01-12,10,Promoter
S-00001608,25,2023-12-31,2024-01-02,8,Passive
S-00001609,32,2023-12-31,2024-01-13,9,Promoter
S-00001610,33,2023-12-31,,,
S-00001611,39,2023-12-31,2024-01-09,7,Passive
S-00001612,41,2023-12-31,2024-01-06,4,Detractor
S-00001613,52,2023-12-31,2024-01-08,9,Promoter
S-00001614,54,2023-12-31,,,
S-00001615,79,2023-12-31,2024-01-08,9,Promoter
S-00001616,80,2023-12-31,2024-01-09,7,Passive
S-00001617,87,2023-12-31,2024-01-13,9,Promoter
S-00001618,93,2023-12-31,,,
S-00001619,107,2023-12-31,2024-01-06,10,Promoter
S-00001620,110,2023-12-31,2024-01-06,7,Passive
S-00001621,115,2023-12-31,2024-01-03,10,Promoter
S-00001622,116,2023-12-31,2024-01-03,9,Promoter
S-00001623,126,2023-12-31,2024-01-04,8,Passive
S-00001624,138,2023-12-31,2024-01-04,9,Promoter
S-00001625,162,2023-12-31,,,
S-00001626,180,2023-12-31,2024-01-01,9,Promoter
S-00001627,181,2023-12-31,,,
S-00001628,188,2023-12-31,2024-01-10,4,Detractor
S-00001629,191,2023-12-31,2024-01-01,8,Passive
S-00001630,202,2023-12-31,2024-01-03,10,Promoter
S-00001631,214,2023-12-31,,,
S-00001632,222,2023-12-31,,,
S-00001633,242,2023-12-31,,,
S-00001634,257,2023-12-31,2023-12-31,9,Promoter
S-00001635,270,2023-12-31,2024-01-01,6,Detractor
S-00001636,288,2023-12-31,,,
S-00001637,291,2023-12-31,2024-01-05,7,Passive
S-00001638,297,2023-12-31,2024-01-08,9,Promoter
S-00001639,298,2023-12-31,2024-01-09,10,Promoter
S-00001640,314,2023-12-31,2023-12-31,8,Passive
S-00001641,320,2023-12-31,,,
S-00001642,323,2023-12-31,,,
S-00001643,333,2023-12-31,2024-01-01,6,Detractor
S-00001644,338,2023-12-31,2024-01-06,9,Promoter
S-00001645,340,2023-12-31,,,
S-00001646,349,2023-12-31,2024-01-05,8,Passive
S-00001647,352,2023-12-31,2024-01-12,3,Detractor
S-00001648,364,2023-12-31,2024-01-02,10,Promoter
S-00001649,377,2023-12-31,2024-01-08,7,Passive
S-00001650,399,2023-12-31,2024-01-13,9,Promoter
S-00001651,407,2023-12-31,2024-01-10,6,Detractor
S-00001652,408,2023-12-31,2024-01-14,10,Promoter
S-00001653,424,2023-12-31,2023-12-31,9,Promoter
S-00001654,432,2023-12-31,,,
S-00001655,434,2023-12-31,,,
S-00001656,443,2023-12-31,,,
S-00001657,445,2023-12-31,2024-01-07,7,Passive
S-00001658,447,2023-12-31,2024-01-05,9,Promoter
S-00001659,451,2023-12-31,,,
S-00001660,454,2023-12-31,2024-01-11,8,Passive
S-00001661,457,2023-12-31,,,
S-00001662,472,2023-12-31,,,
S-00001663,490,2023-12-31,2024-01-10,10,Promoter
S-00001664,498,2023-12-31,2024-01-11,9,Promoter
S-00001665,502,2023-12-31,2024-01-13,9,Promoter
S-00001666,513,2023-12-31,2024-01-04,7,Passive
S-00001667,518,2023-12-31,,,
S-00001668,526,2023-12-31,,,
S-00001669,534,2023-12-31,2024-01-10,4,Detractor
S-00001670,538,2023-12-31,,,
S-00001671,541,2023-12-31,2024-01-10,8,Passive
S-00001672,544,2023-12-31,2023-12-31,9,Promoter
S-00001673,567,2023-12-31,2024-01-10,8,Passive
S-00001674,571,2023-12-31,2024-01-09,5,Detractor
S-00001675,590,2023-12-31,,,
S-00001676,591,2023-12-31,,,
S-00001677,592,2023-12-31,2024-01-02,8,Passive
S-00001678,598,2023-12-31,2024-01-04,10,Promoter
S-00001679,606,2023-12-31,,,
S-00001680,607,2023-12-31,2024-01-12,8,Passive
S-00001681,612,2023-12-31,,,
S-00001682,613,2023-12-31,2024-01-12,8,Passive
S-00001683,614,2023-12-31,,,
S-00001684,615,2023-12-31,2024-01-14,8,Passive
S-00001685,616,2023-12-31,2024-01-04,10,Promoter
S-00001686,628,2023-12-31,,,
S-00001687,629,2023-12-31,,,
S-00001688,648,2023-12-31,2024-01-14,9,Promoter
S-00001689,651,2023-12-31,2024-01-07,9,Promoter
S-00001690,657,2023-12-31,2023-12-31,8,Passive
S-00001691,668,2023-12-31,2024-01-03,9,Promoter
S-00001692,690,2023-12-31,2023-12-31,8,Passive
S-00001693,694,2023-12-31,,,
S-00001694,695,2023-12-31,,,
S-00001695,702,2023-12-31,,,
S-00001696,704,2023-12-31,,,
S-00001697,712,2023-12-31,2024-01-06,7,Passive
S-00001698,719,2023-12-31,,,
S-00001699,728,2023-12-31,,,
S-00001700,729,2023-12-31,,,
S-00001701,731,2023-12-31,,,
S-00001702,739,2023-12-31,2024-01-12,7,Passive
S-00001703,744,2023-12-31,2023-12-31,8,Passive
S-00001704,746,2023-12-31,2024-01-02,7,Passive
S-00001705,747,2023-12-31,,,
S-00001706,757,2023-12-31,,,
S-00001707,758,2023-12-31,2024-01-04,2,Detractor
S-00001708,766,2023-12-31,,,
S-00001709,767,2023-12-31,2024-01-12,9,Promoter
S-00001710,769,2023-12-31,2024-01-10,10,Promoter
S-00001711,775,2023-12-31,,,
S-00001712,783,2023-12-31,,,
S-00001713,784,2023-12-31,2024-01-14,4,Detractor
S-00001714,799,2023-12-31,,,
S-00001715,804,2023-12-31,2024-01-04,8,Passive
S-00001716,811,2023-12-31,,,
S-00001717,818,2023-12-31,,,
S-00001718,828,2023-12-31,,,
S-00001719,835,2023-12-31,,,
S-00001720,844,2023-12-31,2024-01-05,7,Passive
S-00001721,8,2024-03-31,,,
S-00001722,10,2024-03-31,2024-04-04,7,Passive
S-00001723,12,2024-03-31,2024-04-09,6,Detractor
S-00001724,15,2024-03-31,2024-03-31,8,Passive
S-00001725,25,2024-03-31,2024-04-07,9,Promoter
S-00001726,34,2024-03-31,2024-04-01,7,Passive
S-00001727,37,2024-03-31,2024-04-02,10,Promoter
S-00001728,57,2024-03-31,2024-04-12,8,Passive
S-00001729,60,2024-03-31,2024-04-09,9,Promoter
S-00001730,64,2024-03-31,2024-04-14,7,Passive
S-00001731,86,2024-03-31,,,
S-00001732,98,2024-03-31,,,
S-00001733,106,2024-03-31,,,
S-00001734,108,2024-03-31,2024-04-05,2,Detractor
S-00001735,113,2024-03-31,2024-04-06,6,Detractor
S-00001736,115,2024-03-31,2024-04-09,9,Promoter
S-00001737,116,2024-03-31,2024-04-08,10,Promoter
S-00001738,129,2024-03-31,,,
S-00001739,133,2024-03-31,,,
S-00001740,150,2024-03-31,2024-04-03,2,Detractor
S-00001741,154,2024-03-31,2024-04-08,9,Promoter
S-00001742,156,2024-03-31,2024-04-12,8,Passive
S-00001743,162,2024-03-31,,,
S-00001744,185,2024-03-31,2024-04-07,8,Passive
S-00001745,202,2024-03-31,2024-04-06,7,Passive
S-00001746,211,2024-03-31,2024-03-31,8,Passive
S-00001747,213,2024-03-31,2024-04-04,8,Passive
S-00001748,222,2024-03-31,2024-04-07,6,Detractor
S-00001749,224,2024-03-31,,,
S-00001750,238,2024-03-31,2024-04-09,6,Detractor
S-00001751,241,2024-03-31,,,
S-00001752,249,2024-03-31,2024-04-11,8,Passive
S-00001753,251,2024-03-31,,,
S-00001754,267,2024-03-31,2024-04-01,9,Promoter
S-00001755,284,2024-03-31,,,
S-00001756,305,2024-03-31,2024-04-10,6,Detractor
S-00001757,308,2024-03-31,2024-04-11,7,Passive
S-00001758,315,2024-03-31,2024-04-14,8,Passive
S-00001759,316,2024-03-31,,,
S-00001760,331,2024-03-31,2024-04-02,6,Detractor
S-00001761,339,2024-03-31,2024-04-01,9,Promoter
S-00001762,349,2024-03-31,,,
S-00001763,354,2024-03-31,,,
