invoice_id,customer_id,store_id,order_date,ship_date,due_date,subtotal,discount_total,tax_amount,freight,grand_total,vat_rate,currency,payment_method,promotion_id,is_return,reference_invoice_id,n_lines
200-20251207-R000104,200,106,2025-12-07,2025-12-07,2025-12-07,-220.5,0.0,-19.29,-0.0,-239.79,0.0875,USD,Card,,1,200-20251115-000104,1
200-20251125-000105,200,104,2025-11-25,2025-11-25,2025-12-25,11.0,3.3,0.67,5.0,13.37,0.0875,USD,Card,P-US-20251123-BLACK,0,,1
200-20251206-000106,200,101,2025-12-06,2025-12-09,2026-01-08,50.0,0.0,4.38,0.0,54.38,0.0875,USD,Card,,0,,1
200-20251225-000107,200,102,2025-12-25,2025-12-27,2026-01-26,11.5,0.0,1.01,5.0,17.51,0.0875,USD,PayPal,,0,,1
200-20251231-000108,200,108,2025-12-31,2025-12-31,2026-01-30,22.0,4.4,1.54,5.0,24.14,0.0875,USD,PayPal,P-US-20251226-BOXING,0,,1
201-20200108-000001,201,103,2020-01-08,2020-01-11,2020-02-10,725.5,0.0,63.48,0.0,788.98,0.0875,USD,Card,,0,,2
201-20200409-000002,201,107,2020-04-09,2020-04-12,2020-05-12,16.5,0.0,1.44,5.0,22.94,0.0875,USD,ApplePay,,0,,1
202-20190816-000001,202,104,2019-08-16,2019-08-17,2019-09-16,1617.5,0.0,141.53,0.0,1759.03,0.0875,USD,Card,,0,,2
202-20190911-000002,202,101,2019-09-11,2019-09-13,2019-10-13,34.0,3.23,2.69,5.0,38.46,0.0875,USD,Cash,P-US-20190910-BACKT,0,,1
202-20191102-000003,202,104,2019-11-02,2019-11-03,2019-12-03,20.5,0.0,1.79,5.0,27.29,0.0875,USD,Card,,0,,1
202-20191124-000004,202,104,2019-11-24,2019-11-25,2019-12-25,28.0,8.4,1.72,5.0,26.32,0.0875,USD,Card,P-US-20191123-BLACK,0,,2
202-20191205-000005,202,102,2019-12-05,2019-12-06,2020-01-05,9.0,0.0,0.79,5.0,14.79,0.0875,USD,COD,,0,,1
202-20191231-000006,202,103,2019-12-31,2019-12-31,2020-01-30,128.5,25.7,8.99,0.0,111.79,0.0875,USD,Card,P-US-20191226-BOXING,0,,3
202-20200118-000007,202,105,2020-01-18,2020-01-21,2020-02-20,20.5,0.0,1.79,5.0,27.29,0.0875,USD,Card,,0,,1
202-20200213-000008,202,104,2020-02-13,2020-02-14,2020-03-15,52.5,0.0,4.59,0.0,57.09,0.0875,USD,Card,,0,,2
202-20200305-000009,202,107,2020-03-05,2020-03-05,2020-04-04,22.0,0.0,1.92,5.0,28.92,0.0875,USD,Cash,,0,,1
202-20200406-000010,202,101,2020-04-06,2020-04-09,2020-05-09,159.0,0.0,13.91,0.0,172.91,0.0875,USD,Card,,0,,1
202-20200425-R000010,202,101,2020-04-25,2020-04-25,2020-04-25,-159.0,0.0,-13.91,-0.0,-172.91,0.0875,USD,Card,,1,202-20200406-000010,1
202-20200420-000011,202,107,2020-04-20,2020-04-21,2020-05-21,69.0,0.0,6.04,0.0,75.04,0.0875,USD,Card,,0,,1
202-20200804-000012,202,105,2020-08-04,2020-08-05,2020-09-04,57.5,0.0,5.03,0.0,62.53,0.0875,USD,Card,,0,,2
202-20200815-000013,202,106,2020-08-15,2020-08-17,2020-09-16,96.5,0.0,8.44,0.0,104.94,0.0875,USD,Card,,0,,4
202-20200825-000014,202,107,2020-08-25,2020-08-26,2020-09-25,26.5,0.0,2.32,5.0,33.82,0.0875,USD,Card,,0,,1
202-20200904-000015,202,105,2020-09-04,2020-09-07,2020-10-07,23.5,2.29,1.86,5.0,28.07,0.0875,USD,COD,P-US-20200902-BACKT,0,,1
202-20200908-000016,202,108,2020-09-08,2020-09-08,2020-10-08,34.5,3.37,2.72,5.0,38.85,0.0875,USD,Card,P-US-20200902-BACKT,0,,1
202-20200909-000017,202,103,2020-09-09,2020-09-10,2020-10-10,207.5,20.25,16.38,0.0,203.63,0.0875,USD,ApplePay,P-US-20200902-BACKT,0,,2
202-20200927-000018,202,104,2020-09-27,2020-09-27,2020-10-27,220.5,0.0,19.29,0.0,239.79,0.0875,USD,COD,,0,,3
202-20201017-000019,202,104,2020-10-17,2020-10-18,2020-11-17,82.5,0.0,7.22,0.0,89.72,0.0875,USD,Transfer,,0,,2
202-20201028-000020,202,107,2020-10-28,2020-10-31,2020-11-30,47.0,0.0,4.11,5.0,56.11,0.0875,USD,Cash,,0,,1
202-20201121-000021,202,105,2020-11-21,2020-11-23,2020-12-23,66.0,0.0,5.77,0.0,71.77,0.0875,USD,PayPal,,0,,1
202-20201208-000022,202,106,2020-12-08,2020-12-08,2021-01-07,203.0,0.0,17.76,0.0,220.76,0.0875,USD,Cash,,0,,3
202-20201223-000023,202,105,2020-12-23,2020-12-25,2021-01-24,1011.0,0.0,88.46,0.0,1099.46,0.0875,USD,PayPal,,0,,4
202-20210105-000024,202,106,2021-01-05,2021-01-06,2021-02-05,59.0,0.0,5.16,0.0,64.16,0.0875,USD,PayPal,,0,,2
202-20210113-000025,202,108,2021-01-13,2021-01-13,2021-02-12,108.0,0.0,9.45,0.0,117.45,0.0875,USD,Cash,,0,,2
202-20210114-000026,202,101,2021-01-14,2021-01-16,2021-02-15,265.0,0.0,23.19,0.0,288.19,0.0875,USD,Card,,0,,2
202-20210121-000027,202,101,2021-01-21,2021-01-22,2021-02-21,844.0,0.0,73.85,0.0,917.85,0.0875,USD,Cash,,0,,4
202-20210130-000028,202,104,2021-01-30,2021-01-31,2021-03-02,9.5,0.0,0.83,5.0,15.33,0.0875,USD,Card,,0,,1
202-20210202-000029,202,107,2021-02-02,2021-02-03,2021-03-05,74.0,0.0,6.47,0.0,80.47,0.0875,USD,Card,,0,,1
202-20210509-000030,202,107,2021-05-09,2021-05-09,2021-06-08,111.5,0.0,9.76,0.0,121.26,0.0875,USD,Card,,0,,2
202-20210517-000031,202,106,2021-05-17,2021-05-19,2021-06-18,148.0,0.0,12.95,0.0,160.95,0.0875,USD,PayPal,,0,,1
202-20210524-000032,202,104,2021-05-24,2021-05-24,2021-06-23,36.0,0.0,3.15,5.0,44.15,0.0875,USD,Card,,0,,1
202-20210531-000033,202,101,2021-05-31,2021-06-03,2021-07-03,74.0,0.0,6.47,0.0,80.47,0.0875,USD,Transfer,,0,,1
202-20210811-000034,202,103,2021-08-11,2021-08-11,2021-09-10,85.5,0.0,7.48,0.0,92.98,0.0875,USD,Card,,0,,2
202-20210905-000035,202,103,2021-09-05,2021-09-06,2021-10-06,76.5,0.0,6.69,0.0,83.19,0.0875,USD,Card,,0,,1
202-20211004-000036,202,106,2021-10-04,2021-10-05,2021-11-04,775.5,0.0,67.86,0.0,843.36,0.0875,USD,Card,,0,,2
202-20211023-000037,202,106,2021-10-23,2021-10-25,2021-11-24,82.0,0.0,7.17,0.0,89.17,0.0875,USD,Card,,0,,1
202-20211129-000038,202,101,2021-11-29,2021-12-01,2021-12-31,100.0,30.0,6.12,0.0,76.12,0.0875,USD,Cash,P-US-20211123-BLACK,0,,3
202-20211203-000039,202,104,2021-12-03,2021-12-06,2022-01-05,140.5,0.0,12.29,0.0,152.79,0.0875,USD,Card,,0,,2
202-20211208-000040,202,105,2021-12-08,2021-12-10,2022-01-09,123.0,0.0,10.76,0.0,133.76,0.0875,USD,Card,,0,,1
202-20211213-000041,202,102,2021-12-13,2021-12-14,2022-01-13,80.0,0.0,7.0,0.0,87.0,0.0875,USD,Card,,0,,2
202-20211223-000042,202,103,2021-12-23,2021-12-23,2022-01-22,190.5,0.0,16.67,0.0,207.17,0.0875,USD,Cash,,0,,1
202-20220227-000043,202,108,2022-02-27,2022-02-27,2022-03-29,25.5,0.0,2.23,5.0,32.73,0.0875,USD,ApplePay,,0,,1
202-20220320-000044,202,101,2022-03-20,2022-03-23,2022-04-22,18.5,2.68,1.38,5.0,22.2,0.0875,USD,Card,P-US-20220314-SPRING,0,,1
202-20220321-R000044,202,101,2022-03-21,2022-03-21,2022-03-21,-18.5,-2.68,-1.38,-5.0,-22.2,0.0875,USD,Card,P-US-20220314-SPRING,1,202-20220320-000044,1
202-20220326-000045,202,108,2022-03-26,2022-03-28,2022-04-27,257.0,37.26,19.23,0.0,238.97,0.0875,USD,Card,P-US-20220314-SPRING,0,,4
202-20220416-000046,202,107,2022-04-16,2022-04-18,2022-05-18,333.0,0.0,29.14,0.0,362.14,0.0875,USD,Cash,,0,,3
202-20220418-000047,202,102,2022-04-18,2022-04-21,2022-05-21,33.0,0.0,2.89,5.0,40.89,0.0875,USD,Cash,,0,,2
202-20220422-000048,202,101,2022-04-22,2022-04-23,2022-05-23,20.0,0.0,1.75,5.0,26.75,0.0875,USD,Card,,0,,1
202-20220423-000049,202,108,2022-04-23,2022-04-23,2022-05-23,204.5,0.0,17.89,0.0,222.39,0.0875,USD,Card,,0,,2
202-20220702-000050,202,102,2022-07-02,2022-07-02,2022-08-01,240.0,0.0,21.0,0.0,261.0,0.0875,USD,ApplePay,,0,,1
202-20220727-000051,202,107,2022-07-27,2022-07-27,2022-08-26,74.5,0.0,6.52,0.0,81.02,0.0875,USD,Cash,,0,,3
202-20220728-000052,202,103,2022-07-28,2022-07-29,2022-08-28,311.0,0.0,27.21,0.0,338.21,0.0875,USD,Transfer,,0,,2
202-20220819-000053,202,108,2022-08-19,2022-08-20,2022-09-19,141.0,0.0,12.34,0.0,153.34,0.0875,USD,Card,,0,,1
202-20220922-000054,202,108,2022-09-22,2022-09-22,2022-10-22,823.0,92.34,63.93,0.0,794.59,0.0875,USD,Card,P-US-20220920-BACKT,0,,2
202-20220926-000055,202,105,2022-09-26,2022-09-26,2022-10-26,81.0,9.09,6.29,0.0,78.2,0.0875,USD,Card,P-US-20220920-BACKT,0,,2
202-20221006-000056,202,103,2022-10-06,2022-10-06,2022-11-05,101.5,0.0,8.88,0.0,110.38,0.0875,USD,ApplePay,,0,,2
202-20221014-000057,202,102,2022-10-14,2022-10-17,2022-11-16,52.5,0.0,4.59,0.0,57.09,0.0875,USD,Card,,0,,1
202-20221108-000058,202,101,2022-11-08,2022-11-11,2022-12-11,277.0,0.0,24.24,0.0,301.24,0.0875,USD,Card,,0,,2
202-20221125-000059,202,101,2022-11-25,2022-11-27,2022-12-27,428.0,128.4,26.21,0.0,325.81,0.0875,USD,Card,P-US-20221123-BLACK,0,,3
202-20221129-000060,202,107,2022-11-29,2022-11-30,2022-12-30,20.0,6.0,1.22,5.0,20.22,0.0875,USD,Cash,P-US-20221123-BLACK,0,,1
202-20221209-000061,202,103,2022-12-09,2022-12-10,2023-01-09,358.5,0.0,31.37,0.0,389.87,0.0875,USD,Card,,0,,2
202-20221211-000062,202,102,2022-12-11,2022-12-12,2023-01-11,881.0,0.0,77.09,0.0,958.09,0.0875,USD,Card,,0,,3
202-20221217-000063,202,107,2022-12-17,2022-12-18,2023-01-17,77.5,0.0,6.78,0.0,84.28,0.0875,USD,Card,,0,,1
202-20221230-000064,202,101,2022-12-30,2023-01-01,2023-01-31,24.5,4.9,1.72,5.0,26.32,0.0875,USD,ApplePay,P-US-20221226-BOXING,0,,1
202-20230113-000065,202,104,2023-01-13,2023-01-13,2023-02-12,136.0,38.59,8.52,0.0,105.93,0.0875,USD,Card,P-US-20230113-ENDOF,0,,3
202-20230127-000066,202,107,2023-01-27,2023-01-30,2023-03-01,35.0,0.0,3.06,5.0,43.06,0.0875,USD,Card,,0,,1
202-20230219-000067,202,104,2023-02-19,2023-02-19,2023-03-21,11.0,0.0,0.96,5.0,16.96,0.0875,USD,Card,,0,,1
202-20230307-R000067,202,104,2023-03-07,2023-03-07,2023-03-07,-11.0,0.0,-0.96,-5.0,-16.96,0.0875,USD,Card,,1,202-20230219-000067,1
202-20230303-000068,202,102,2023-03-03,2023-03-03,2023-04-02,20.0,0.0,1.75,5.0,26.75,0.0875,USD,Card,,0,,1
202-20230421-000069,202,105,2023-04-21,2023-04-22,2023-05-22,12.0,0.0,1.05,5.0,18.05,0.0875,USD,Card,,0,,1
202-20230429-000070,202,101,2023-04-29,2023-04-29,2023-05-29,44.5,0.0,3.89,5.0,53.39,0.0875,USD,PayPal,,0,,2
202-20230601-000071,202,103,2023-06-01,2023-06-04,2023-07-04,158.0,0.0,13.82,0.0,171.82,0.0875,USD,PayPal,,0,,1
202-20230611-000072,202,106,2023-06-11,2023-06-11,2023-07-11,72.0,13.87,5.09,0.0,63.22,0.0875,USD,Cash,P-US-20230606-SUMMER,0,,1
202-20230619-000073,202,107,2023-06-19,2023-06-22,2023-07-22,25.0,4.82,1.77,5.0,26.95,0.0875,USD,Card,P-US-20230606-SUMMER,0,,1
202-20230625-000074,202,106,2023-06-25,2023-06-28,2023-07-28,104.0,0.0,9.1,0.0,113.1,0.0875,USD,Card,,0,,2
202-20230827-000075,202,107,2023-08-27,2023-08-28,2023-09-27,89.0,0.0,7.79,0.0,96.79,0.0875,USD,Card,,0,,2
202-20230904-000076,202,107,2023-09-04,2023-09-06,2023-10-06,73.0,0.0,6.39,0.0,79.39,0.0875,USD,PayPal,,0,,3
202-20230928-000077,202,103,2023-09-28,2023-09-30,2023-10-30,47.0,0.0,4.11,5.0,56.11,0.0875,USD,Cash,,0,,2
202-20231104-000078,202,103,2023-11-04,2023-11-05,2023-12-05,71.0,0.0,6.21,0.0,77.21,0.0875,USD,Card,,0,,1
202-20231130-000079,202,101,2023-11-30,2023-11-30,2023-12-30,19.0,5.7,1.16,5.0,19.46,0.0875,USD,Card,P-US-20231123-BLACK,0,,1
202-20231211-000080,202,105,2023-12-11,2023-12-14,2024-01-13,108.5,0.0,9.49,0.0,117.99,0.0875,USD,Card,,0,,3
202-20231214-000081,202,101,2023-12-14,2023-12-15,2024-01-14,174.0,0.0,15.22,0.0,189.22,0.0875,USD,PayPal,,0,,2
202-20240211-000082,202,108,2024-02-11,2024-02-14,2024-03-15,10.0,0.0,0.88,5.0,15.88,0.0875,USD,Cash,,0,,1
202-20240306-000083,202,102,2024-03-06,2024-03-06,2024-04-05,42.0,0.0,3.67,5.0,50.67,0.0875,USD,Card,,0,,1
202-20240313-000084,202,107,2024-03-13,2024-03-15,2024-04-14,290.0,0.0,25.38,0.0,315.38,0.0875,USD,Card,,0,,3
202-20240321-000085,202,102,2024-03-21,2024-03-22,2024-04-21,48.0,6.3,3.65,5.0,50.35,0.0875,USD,Card,P-US-20240314-SPRING,0,,2
202-20240425-000086,202,101,2024-04-25,2024-04-28,2024-05-28,18.5,0.0,1.62,5.0,25.12,0.0875,USD,ApplePay,,0,,1
202-20240426-000087,202,102,2024-04-26,2024-04-28,2024-05-28,128.0,0.0,11.2,0.0,139.2,0.0875,USD,Cash,,0,,2
202-20240428-000088,202,108,2024-04-28,2024-05-01,2024-05-31,689.0,0.0,60.29,0.0,749.29,0.0875,USD,Card,,0,,1
202-20240611-000089,202,107,2024-06-11,2024-06-14,2024-07-14,316.5,58.77,22.55,0.0,280.28,0.0875,USD,PayPal,P-US-20240601-SUMMER,0,,3
202-20240712-000090,202,104,2024-07-12,2024-07-15,2024-08-14,173.5,0.0,15.18,0.0,188.68,0.0875,USD,Card,,0,,2
202-20240717-000091,202,108,2024-07-17,2024-07-17,2024-08-16,136.5,0.0,11.94,0.0,148.44,0.0875,USD,Cash,,0,,3
202-20240718-000092,202,104,2024-07-18,2024-07-21,2024-08-20,81.0,0.0,7.09,0.0,88.09,0.0875,USD,Cash,,0,,1
202-20240914-000093,202,106,2024-09-14,2024-09-17,2024-10-17,21.5,1.87,1.72,5.0,26.35,0.0875,USD,Card,P-US-20240912-BACKT,0,,1
202-20241007-000094,202,105,2024-10-07,2024-10-10,2024-11-09,10.5,0.0,0.92,5.0,16.42,0.0875,USD,ApplePay,,0,,1
202-20241027-000095,202,103,2024-10-27,2024-10-28,2024-11-27,72.0,0.0,6.3,0.0,78.3,0.0875,USD,ApplePay,,0,,1
202-20241123-000096,202,106,2024-11-23,2024-11-23,2024-12-23,75.0,22.5,4.59,0.0,57.09,0.0875,USD,Cash,P-US-20241123-BLACK,0,,1
202-20241219-000097,202,105,2024-12-19,2024-12-19,2025-01-18,67.0,0.0,5.86,0.0,72.86,0.0875,USD,PayPal,,0,,2
202-20250106-000098,202,106,2025-01-06,2025-01-06,2025-02-05,184.5,0.0,16.14,0.0,200.64,0.0875,USD,Transfer,,0,,3
202-20250112-000099,202,103,2025-01-12,2025-01-13,2025-02-12,37.0,9.54,2.4,5.0,34.86,0.0875,USD,Card,P-US-20250109-ENDOF,0,,1
202-20250228-000100,202,101,2025-02-28,2025-03-02,2025-04-01,40.5,0.0,3.54,5.0,49.04,0.0875,USD,Card,,0,,1
202-20250317-000101,202,103,2025-03-17,2025-03-20,2025-04-19,327.5,42.06,24.98,0.0,310.42,0.0875,USD,COD,P-US-20250308-SPRING,0,,4
202-20250320-000102,202,104,2025-03-20,2025-03-21,2025-04-20,871.5,111.9,66.47,0.0,826.07,0.0875,USD,PayPal,P-US-20250308-SPRING,0,,2
202-20250425-000103,202,106,2025-04-25,2025-04-25,2025-05-25,199.5,0.0,17.46,0.0,216.96,0.0875,USD,Card,,0,,3
202-20250427-000104,202,107,2025-04-27,2025-04-29,2025-05-29,105.5,0.0,9.23,0.0,114.73,0.0875,USD,Card,,0,,2
202-20250530-000105,202,103,2025-05-30,2025-05-30,2025-06-29,203.0,0.0,17.76,0.0,220.76,0.0875,USD,Cash,,0,,2
202-20250612-000106,202,101,2025-06-12,2025-06-12,2025-07-12,19.5,3.87,1.37,5.0,22.0,0.0875,USD,Cash,P-US-20250605-SUMMER,0,,1
202-20250703-000107,202,104,2025-07-03,2025-07-03,2025-08-02,212.0,0.0,18.55,0.0,230.55,0.0875,USD,PayPal,,0,,3
202-20250730-000108,202,106,2025-07-30,2025-07-30,2025-08-29,26.5,0.0,2.32,5.0,33.82,0.0875,USD,Transfer,,0,,1
202-20250831-000109,202,104,2025-08-31,2025-09-01,2025-10-01,16.5,0.0,1.44,5.0,22.94,0.0875,USD,ApplePay,,0,,1
202-20250903-000110,202,107,2025-09-03,2025-09-05,2025-10-05,375.0,0.0,32.81,0.0,407.81,0.0875,USD,Cash,,0,,2
202-20250921-000111,202,107,2025-09-21,2025-09-22,2025-10-22,411.5,0.0,36.01,0.0,447.51,0.0875,USD,Card,,0,,3
202-20251022-000112,202,102,2025-10-22,2025-10-25,2025-11-24,154.0,0.0,13.47,0.0,167.47,0.0875,USD,ApplePay,,0,,1
202-20251027-000113,202,103,2025-10-27,2025-10-29,2025-11-28,18.0,0.0,1.57,5.0,24.57,0.0875,USD,Cash,,0,,1
202-20251109-000114,202,105,2025-11-09,2025-11-10,2025-12-10,85.0,0.0,7.44,0.0,92.44,0.0875,USD,Card,,0,,1
202-20251125-000115,202,105,2025-11-25,2025-11-27,2025-12-27,20.0,6.0,1.22,5.0,20.22,0.0875,USD,PayPal,P-US-20251123-BLACK,0,,1
202-20251204-000116,202,104,2025-12-04,2025-12-05,2026-01-04,169.0,0.0,14.79,0.0,183.79,0.0875,USD,Card,,0,,4
202-20251207-000117,202,108,2025-12-07,2025-12-09,2026-01-08,229.5,0.0,20.08,0.0,249.58,0.0875,USD,ApplePay,,0,,1
202-20251213-000118,202,103,2025-12-13,2025-12-15,2026-01-14,38.5,0.0,3.37,5.0,46.87,0.0875,USD,Card,,0,,1
202-20251214-000119,202,102,2025-12-14,2025-12-16,2026-01-15,12.5,0.0,1.09,5.0,18.59,0.0875,USD,PayPal,,0,,1
203-20191026-000001,203,105,2019-10-26,2019-10-28,2019-11-27,659.5,0.0,57.71,0.0,717.21,0.0875,USD,Card,,0,,1
203-20191105-000002,203,106,2019-11-05,2019-11-07,2019-12-07,116.0,0.0,10.15,0.0,126.15,0.0875,USD,Cash,,0,,2
203-20191107-000003,203,102,2019-11-07,2019-11-08,2019-12-08,61.0,0.0,5.34,0.0,66.34,0.0875,USD,Card,,0,,2
203-20191109-000004,203,108,2019-11-09,2019-11-11,2019-12-11,16.5,0.0,1.44,5.0,22.94,0.0875,USD,Card,,0,,1
203-20191223-000005,203,103,2019-12-23,2019-12-25,2020-01-24,17.5,0.0,1.53,5.0,24.03,0.0875,USD,Card,,0,,1
203-20200101-000006,203,103,2020-01-01,2020-01-03,2020-02-02,24.0,0.0,2.1,5.0,31.1,0.0875,USD,Cash,,0,,1
203-20200430-000007,203,105,2020-04-30,2020-05-01,2020-05-31,130.0,0.0,11.38,0.0,141.38,0.0875,USD,Cash,,0,,3
203-20200523-000008,203,106,2020-05-23,2020-05-24,2020-06-23,9.0,0.0,0.79,5.0,14.79,0.0875,USD,Cash,,0,,1
203-20200527-000009,203,106,2020-05-27,2020-05-30,2020-06-29,114.0,0.0,9.97,0.0,123.97,0.0875,USD,Card,,0,,1
203-20200625-000010,203,107,2020-06-25,2020-06-27,2020-07-27,520.5,103.06,36.53,0.0,453.97,0.0875,USD,Card,P-US-20200614-SUMMER,0,,3
203-20200628-000011,203,101,2020-06-28,2020-06-29,2020-07-29,192.0,38.01,13.47,0.0,167.46,0.0875,USD,Card,P-US-20200614-SUMMER,0,,2
203-20200803-000012,203,106,2020-08-03,2020-08-03,2020-09-02,31.0,0.0,2.71,5.0,38.71,0.0875,USD,Card,,0,,1
203-20200904-000013,203,103,2020-09-04,2020-09-05,2020-10-05,275.0,26.84,21.71,0.0,269.87,0.0875,USD,Card,P-US-20200902-BACKT,0,,2
203-20200925-R000013,203,103,2020-09-25,2020-09-25,2020-09-25,-275.0,-26.84,-21.71,-0.0,-269.87,0.0875,USD,Card,P-US-20200902-BACKT,1,203-20200904-000013,2
203-20200907-000014,203,102,2020-09-07,2020-09-07,2020-10-07,21.5,2.1,1.7,5.0,26.1,0.0875,USD,COD,P-US-20200902-BACKT,0,,1
203-20200923-000015,203,104,2020-09-23,2020-09-26,2020-10-26,49.0,0.0,4.29,5.0,58.29,0.0875,USD,ApplePay,,0,,1
203-20201027-000016,203,108,2020-10-27,2020-10-27,2020-11-26,17.0,0.0,1.49,5.0,23.49,0.0875,USD,Cash,,0,,1
203-20201109-000017,203,101,2020-11-09,2020-11-12,2020-12-12,494.5,0.0,43.27,0.0,537.77,0.0875,USD,Card,,0,,1
203-20201219-000018,203,107,2020-12-19,2020-12-19,2021-01-18,63.5,0.0,5.56,0.0,69.06,0.0875,USD,PayPal,,0,,1
203-20210627-000019,203,106,2021-06-27,2021-06-29,2021-07-29,78.0,0.0,6.82,0.0,84.82,0.0875,USD,Cash,,0,,1
203-20220111-000020,203,102,2022-01-11,2022-01-14,2022-02-13,16.5,0.0,1.44,5.0,22.94,0.0875,USD,Card,,0,,1
203-20220220-000021,203,107,2022-02-20,2022-02-23,2022-03-25,18.5,0.0,1.62,5.0,25.12,0.0875,USD,PayPal,,0,,1
203-20220404-000022,203,108,2022-04-04,2022-04-06,2022-05-06,130.0,0.0,11.38,0.0,141.38,0.0875,USD,Cash,,0,,3
203-20220914-000023,203,104,2022-09-14,2022-09-15,2022-10-15,32.5,0.0,2.84,5.0,40.34,0.0875,USD,Card,,0,,2
204-20190822-000001,204,103,2019-08-22,2019-08-23,2019-09-22,599.0,0.0,52.41,0.0,651.41,0.0875,USD,Card,,0,,2
204-20191009-000002,204,104,2019-10-09,2019-10-10,2019-11-09,49.0,0.0,4.29,5.0,58.29,0.0875,USD,ApplePay,,0,,2
204-20191205-000003,204,108,2019-12-05,2019-12-05,2020-01-04,694.5,0.0,60.77,0.0,755.27,0.0875,USD,Card,,0,,2
204-20200131-000004,204,108,2020-01-31,2020-02-02,2020-03-03,16.5,0.0,1.44,5.0,22.94,0.0875,USD,Card,,0,,1
204-20200222-000005,204,108,2020-02-22,2020-02-23,2020-03-24,22.5,0.0,1.97,5.0,29.47,0.0875,USD,Transfer,,0,,1
204-20200324-000006,204,108,2020-03-24,2020-03-27,2020-04-26,148.0,19.3,11.26,0.0,139.96,0.0875,USD,Cash,P-US-20200313-SPRING,0,,3
204-20200412-000007,204,104,2020-04-12,2020-04-15,2020-05-15,28.5,0.0,2.49,5.0,35.99,0.0875,USD,Card,,0,,1
204-20200523-000008,204,103,2020-05-23,2020-05-23,2020-06-22,67.0,0.0,5.86,0.0,72.86,0.0875,USD,COD,,0,,1
204-20200527-000009,204,101,2020-05-27,2020-05-30,2020-06-29,204.0,0.0,17.85,0.0,221.85,0.0875,USD,Transfer,,0,,2
204-20200707-000010,204,105,2020-07-07,2020-07-07,2020-08-06,37.5,0.0,3.28,5.0,45.78,0.0875,USD,Card,,0,,2
204-20200716-000011,204,107,2020-07-16,2020-07-17,2020-08-16,38.0,0.0,3.32,5.0,46.32,0.0875,USD,PayPal,,0,,1
204-20200718-000012,204,106,2020-07-18,2020-07-20,2020-08-19,33.0,0.0,2.89,5.0,40.89,0.0875,USD,Cash,,0,,1
204-20200730-000013,204,108,2020-07-30,2020-08-01,2020-08-31,110.5,0.0,9.67,0.0,120.17,0.0875,USD,COD,,0,,3
204-20201031-000014,204,102,2020-10-31,2020-11-01,2020-12-01,127.0,0.0,11.11,0.0,138.11,0.0875,USD,PayPal,,0,,2
204-20201101-000015,204,107,2020-11-01,2020-11-01,2020-12-01,85.5,0.0,7.48,0.0,92.98,0.0875,USD,Card,,0,,2
204-20201104-000016,204,106,2020-11-04,2020-11-04,2020-12-04,32.5,0.0,2.84,5.0,40.34,0.0875,USD,Card,,0,,2
204-20201105-000017,204,104,2020-11-05,2020-11-05,2020-12-05,20.0,0.0,1.75,5.0,26.75,0.0875,USD,Card,,0,,1
204-20201116-000018,204,105,2020-11-16,2020-11-17,2020-12-17,48.0,0.0,4.2,5.0,57.2,0.0875,USD,Card,,0,,2
204-20201129-000019,204,102,2020-11-29,2020-11-29,2020-12-29,9.5,2.85,0.58,5.0,12.23,0.0875,USD,Card,P-US-20201123-BLACK,0,,1
204-20201210-000020,204,102,2020-12-10,2020-12-11,2021-01-10,347.0,0.0,30.36,0.0,377.36,0.0875,USD,PayPal,,0,,3
204-20210123-000021,204,106,2021-01-23,2021-01-26,2021-02-25,9.5,0.0,0.83,5.0,15.33,0.0875,USD,Card,,0,,1
204-20210302-000022,204,104,2021-03-02,2021-03-02,2021-04-01,83.5,0.0,7.31,0.0,90.81,0.0875,USD,Cash,,0,,3
204-20210311-000023,204,104,2021-03-11,2021-03-13,2021-04-12,133.0,0.0,11.64,0.0,144.64,0.0875,USD,Transfer,,0,,4
204-20210322-000024,204,102,2021-03-22,2021-03-23,2021-04-22,43.0,5.5,3.28,5.0,45.78,0.0875,USD,Cash,P-US-20210319-SPRING,0,,1
204-20210328-000025,204,106,2021-03-28,2021-03-31,2021-04-30,21.5,2.75,1.64,5.0,25.39,0.0875,USD,ApplePay,P-US-20210319-SPRING,0,,1
204-20210403-000026,204,103,2021-04-03,2021-04-05,2021-05-05,9.5,0.0,0.83,5.0,15.33,0.0875,USD,Card,,0,,1
204-20210502-000027,204,103,2021-05-02,2021-05-04,2021-06-03,102.0,0.0,8.92,0.0,110.92,0.0875,USD,Cash,,0,,3
204-20210620-000028,204,103,2021-06-20,2021-06-22,2021-07-22,63.0,12.18,4.45,0.0,55.27,0.0875,USD,ApplePay,P-US-20210612-SUMMER,0,,2
204-20210704-000029,204,105,2021-07-04,2021-07-07,2021-08-06,568.5,0.0,49.74,0.0,618.24,0.0875,USD,Card,,0,,2
204-20210712-000030,204,106,2021-07-12,2021-07-14,2021-08-13,35.0,0.0,3.06,5.0,43.06,0.0875,USD,ApplePay,,0,,2
204-20210722-000031,204,102,2021-07-22,2021-07-24,2021-08-23,94.0,0.0,8.22,0.0,102.22,0.0875,USD,Card,,0,,2
204-20210820-000032,204,107,2021-08-20,2021-08-21,2021-09-20,91.0,0.0,7.96,0.0,98.96,0.0875,USD,Cash,,0,,2
